UID,ALL_AgeOfOldestAccount,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts
1365551,245,2504.0,0
1366797,337,29556.0,0
1366851,159,14633.0,0
1367128,12,0.0,0
1367385,161,40279.0,0
1367896,244,69002.0,0
1368210,177,0.0,0
1368436,197,43357.0,0
1370697,73,6141.0,7
1370747,187,19459.0,0
1371363,27,1220.0,0
1372590,215,662.0,7
1372612,79,18284.0,0
1373104,156,10989.0,0
1374736,332,57701.0,0
1375111,28,2490.0,0
1376187,158,3634.0,7
1378509,204,21274.0,0
1379607,92,17379.0,0
1381927,126,14453.0,0
1382868,76,0.0,0
1385949,185,14979.0,7
1386012,154,11395.0,7
1386186,160,0.0,0
1386862,196,459.0,0
1387139,49,9935.0,0
1388904,99,6271.0,0
1390513,116,29797.0,0
1391320,41,1299.0,6
1391431,283,39589.0,0
1391956,136,17982.0,0
1392196,167,0.0,0
1392984,75,1250.0,7
1393700,179,16092.0,0
1394722,-1,,
1395358,303,15011.0,0
1395661,138,3610.0,0
1398577,244,8299.0,0
1399015,301,33161.0,0
1400973,51,405.0,0
1401488,292,29502.0,7
1401960,111,8998.0,7
1402147,91,3875.0,0
1402898,147,7087.0,0
1403872,178,4410.0,7
1403902,63,1751.0,7
1404082,179,22757.0,0
1406399,208,2096.0,0
1406783,152,5808.0,0
1408608,89,6206.0,7
1408651,160,11548.0,7
1408779,87,15578.0,0
1409738,99,2407.0,7
1415146,110,9143.0,0
1416158,137,6341.0,7
1416851,171,9161.0,7
1417206,84,20559.0,7
1417660,332,245.0,0
1418013,79,1059.0,0
1418267,113,3444.0,0
1419110,354,192304.0,0
1419482,398,17795.0,0
1421224,144,6596.0,0
1422249,194,24397.0,7
1423068,238,83493.0,0
1423170,113,17113.0,0
1425574,161,403.0,0
1425700,279,25520.0,0
1425802,278,10813.0,7
1429733,151,9716.0,0
1430536,244,31217.0,0
1430765,243,20813.0,0
1433666,128,9974.0,2
1436073,129,3102.0,0
1437798,70,39482.0,0
1437974,189,24111.0,7
1439601,291,7196.0,0
1440061,142,18192.0,0
1440559,66,2081.0,0
1442196,286,16029.0,0
1443798,101,7054.0,0
1444318,155,7465.0,0
1447122,217,1259.0,0
1447498,52,8519.0,2
1447516,87,11222.0,7
1447817,123,15097.0,0
1448284,392,21181.0,0
1448449,70,2969.0,0
1449931,109,10209.0,3
1450292,4,369.0,2
1451467,69,738.0,7
1451649,135,18303.0,0
1451929,112,4060.0,6
1451958,140,20421.0,0
1453213,757,26750.0,0
1453951,196,5554.0,7
1455192,170,87.0,0
1455799,23,62.0,0
1456983,256,6583.0,0
1457165,105,15970.0,0
1457435,296,581415.0,0
1457646,142,33660.0,0
1459389,308,5969.0,0
1460890,285,17185.0,7
1461780,204,72397.0,0
1462636,149,36787.0,0
1463781,243,5705.0,7
1464323,126,6218.0,7
1465098,226,595.0,0
1465453,320,20813.0,1
1467247,207,4120.0,7
1467632,386,1222.0,7
1468183,20,3173.0,6
1468200,218,28692.0,0
1468436,24,2321.0,0
1468829,223,4941.0,7
1469443,164,38555.0,7
1470067,206,19439.0,0
1471114,84,2560.0,7
1472258,77,2050.0,0
1472661,86,17071.0,0
1473059,327,438905.0,0
1473994,191,5945.0,7
1474195,361,85092.0,0
1477246,91,21057.0,7
1477526,71,7111.0,0
1479516,131,8342.0,0
1479565,117,1894.0,0
1479694,96,38907.0,6
1480195,180,11470.0,0
1482475,101,31944.0,0
1482574,96,2084.0,0
1482643,96,10433.0,7
1482917,94,8932.0,7
1484765,175,18182.0,0
1486748,161,19711.0,7
1487306,287,1163.0,0
1487623,403,9940.0,1
1487767,366,28896.0,6
1487915,91,1809.0,7
1488008,82,11180.0,7
1488930,150,26545.0,0
1490648,402,796.0,0
1490841,295,15672.0,0
1494188,173,22245.0,7
1494841,271,18521.0,7
1495164,276,25731.0,0
1495353,95,9783.0,0
1496198,235,6901.0,0
1496431,99,18363.0,0
1496723,47,5569.0,0
1496986,254,8619.0,7
1500006,118,28806.0,0
1502106,47,3551.0,7
1502265,32,1421.0,0
1503674,375,6247.0,0
1508443,124,8882.0,7
1510957,183,27188.0,0
1511272,170,43383.0,7
1512073,341,33654.0,0
1512544,256,48267.0,0
1513084,95,529.0,0
1513309,167,31020.0,0
1515216,259,23467.0,0
1516352,124,29784.0,7
1517061,8,0.0,0
1517874,162,35749.0,0
1518579,194,6936.0,0
1519143,13,1154.0,0
1519752,172,21769.0,7
1520850,82,8918.0,0
1521872,149,23601.0,0
1521997,261,1203.0,0
1523426,190,16631.0,0
1523805,180,694.0,0
1526467,114,21986.0,0
1526957,285,15786.0,7
1527419,332,26308.0,2
1527960,179,25933.0,0
1530546,170,19062.0,0
1530626,228,22394.0,0
1531121,67,591.0,0
1532279,220,5781.0,7
1532727,216,62941.0,0
1534239,162,40868.0,0
1535317,98,3917.0,0
1536535,197,0.0,0
1538019,211,35124.0,0
1538675,103,17780.0,7
1539039,112,17617.0,1
1539895,207,0.0,0
1540185,47,6241.0,1
1540403,115,3502.0,0
1545475,184,6743.0,0
1546203,134,8415.0,0
1546909,126,10584.0,7
1547574,126,3246.0,0
1549758,163,18129.0,7
1550195,109,23640.0,0
1551753,127,4094.0,7
1552958,128,4305.0,0
1553262,203,9856.0,0
1553765,224,23954.0,0
1554273,162,10994.0,0
1555203,232,12194.0,7
1555898,59,11898.0,0
1556425,143,9205.0,7
1557354,240,11729.0,7
1557560,328,5216.0,0
1558466,233,54643.0,0
1563553,106,0.0,0
1564573,146,14479.0,0
1564951,61,17332.0,0
1566292,22,2968.0,0
1567807,136,2780.0,0
1568210,157,5420.0,7
1571643,311,35309.0,0
1573128,114,5060.0,7
1573289,192,1999.0,0
1574421,144,7181.0,0
1574533,168,0.0,0
1574568,201,15953.0,0
1575805,137,7165.0,7
1577028,34,12128.0,0
1578757,275,3797.0,7
1579468,113,12081.0,7
1579893,195,8489.0,0
1580221,420,1852.0,3
1581363,182,3743.0,0
1581903,150,16177.0,7
1583113,121,2659.0,7
1583583,136,32652.0,0
1587489,70,465.0,0
1588920,204,8551.0,0
1588999,267,3360.0,0
1589049,231,33663.0,0
1591286,127,540.0,0
1593530,260,21520.0,0
1594525,158,6260.0,0
1594585,100,15495.0,7
1595220,140,26015.0,0
1595244,95,33048.0,7
1595260,34,186.0,0
1595882,163,2051.0,7
1597698,333,17710.0,0
1597715,142,2073.0,3
1599667,264,38391.0,0
1600675,226,0.0,0
1600840,152,2131.0,7
1601133,16,443.0,0
1601605,150,12360.0,7
1602796,154,13105.0,7
1603062,16,849.0,0
1604267,168,14523.0,7
1605523,96,23299.0,0
1607374,305,4439.0,0
1607387,184,41729.0,0
1607397,92,1752.0,0
1608273,5,300.0,0
1608289,76,52.0,7
1613255,146,40028.0,1
1614028,143,5524.0,7
1616909,202,11785.0,0
1618693,124,14642.0,0
1618698,183,21896.0,0
1618903,147,7141.0,0
1619680,232,11780.0,0
1619699,128,9088.0,7
1620920,129,2824.0,0
1621149,142,20330.0,0
1622345,168,11224.0,7
1622725,99,0.0,0
1623598,51,912.0,0
1624234,141,34776.0,0
1625785,155,9832.0,7
1625810,115,14107.0,0
1626560,167,3723.0,0
1628223,343,776.0,1
1628437,299,337.0,0
1628949,190,10399.0,0
1629988,255,14276.0,0
1630973,35,11726.0,0
1634527,168,40267.0,0
1636349,62,7000.0,7
1637539,297,54363.0,0
1639160,201,29350.0,7
1639625,180,4186.0,0
1640293,246,5348.0,7
1641241,417,11952.0,0
1642566,162,35000.0,0
1643011,167,13283.0,7
1643190,187,29400.0,5
1645239,339,14311.0,0
1646214,22,1652.0,7
1646348,143,7127.0,0
1648433,115,0.0,0
1648487,260,20485.0,0
1648746,220,13101.0,0
1649365,402,64199.0,0
1649492,221,8532.0,0
1650010,133,18735.0,7
1650591,153,17470.0,0
1650652,235,4487.0,0
1650735,131,123.0,0
1651484,119,1192.0,7
1651613,220,33851.0,0
1653945,126,11578.0,0
1655872,40,2693.0,0
1656679,169,16974.0,0
1657034,142,0.0,0
1657299,26,4698.0,0
1658215,7,4491.0,0
1659113,-1,,
1661381,326,5902.0,1
1661534,193,6698.0,7
1661634,41,353.0,0
1661870,114,5005.0,4
1663007,81,15153.0,7
1663315,392,16335.0,1
1664130,28,6833.0,0
1664394,112,2546.0,0
1664407,85,7979.0,0
1665063,155,30296.0,0
1666712,51,4743.0,0
1668223,162,4522.0,7
1669091,108,1497.0,7
1670875,317,1053.0,0
1671568,31,1600.0,0
1672281,108,12727.0,7
1672478,140,5059.0,7
1672832,83,907.0,7
1672852,318,41000.0,0
1673458,178,13369.0,7
1673531,142,21103.0,1
1673700,244,49924.0,0
1675606,137,10914.0,0
1676991,150,2465.0,7
1679761,136,2044.0,0
1680771,103,21341.0,0
1681058,89,23891.0,7
1684297,106,17281.0,7
1684723,81,7522.0,0
1684910,225,25201.0,7
1685782,264,6390.0,7
1686122,277,34413.0,0
1686495,172,13912.0,0
1686796,31,8841.0,0
1687406,97,20568.0,1
1688024,122,0.0,0
1688787,15,1463.0,0
1689031,112,6205.0,7
1689533,337,16735.0,0
1690287,129,8926.0,0
1691680,86,5860.0,7
1693528,225,0.0,0
1693768,89,19555.0,7
1694822,156,28512.0,0
1695302,339,23296.0,0
1696141,143,20857.0,0
1697119,244,14878.0,0
1697448,79,18028.0,0
1698189,152,13848.0,7
1699199,106,19947.0,0
1699381,142,14390.0,0
1699403,141,19609.0,0
1701836,146,0.0,0
1702381,154,22837.0,7
1703484,290,51029.0,0
1703757,7,171.0,0
1704455,141,5700.0,7
1705528,264,21850.0,0
1707836,159,28524.0,0
1708025,123,477.0,0
1710259,245,90172.0,0
1710870,101,4093.0,0
1712099,257,0.0,0
1712100,166,10439.0,7
1713323,161,570.0,0
1714008,126,2002.0,7
1714017,214,7122.0,7
1715366,268,6231.0,0
1715452,87,45330.0,0
1715637,449,23427.0,7
1715934,156,419.0,0
1716387,153,7485.0,0
1717977,362,4343.0,0
1718082,106,599.0,0
1721707,120,3000.0,0
1724192,89,5578.0,0
1724955,94,0.0,0
1725179,90,11180.0,0
1725648,151,13207.0,0
1726372,68,9590.0,0
1726401,198,12016.0,7
1726749,183,12409.0,0
1728926,158,24104.0,0
1729013,250,16783.0,0
1729344,168,1995.0,0
1729525,34,21725.0,0
1729648,116,14266.0,7
1730395,209,51707.0,0
1732367,166,30354.0,0
1732706,255,25113.0,0
1733776,168,462.0,0
1734319,282,55245.0,0
1734507,229,6561.0,0
1735562,227,2019.0,0
1735608,151,5402.0,0
1736668,153,12340.0,7
1737068,168,17508.0,0
1739137,187,7055.0,0
1740723,183,17722.0,0
1742696,403,5691.0,0
1744379,151,668.0,7
1744439,360,22985.0,7
1745310,143,12686.0,0
1745931,119,24187.0,0
1747543,103,5255.0,7
1748163,74,25749.0,0
1749464,279,21717.0,0
1749558,132,7547.0,7
1751733,135,9735.0,0
1752600,108,5947.0,2
1752618,29,413.0,0
1753729,116,10382.0,0
1755375,282,27091.0,6
1756492,340,2684.0,7
1756864,365,7768.0,0
1756948,242,16156.0,0
1757613,68,2465.0,7
1757930,159,50343.0,0
1758284,248,11531.0,0
1758344,45,1218.0,2
1758384,75,3574.0,7
1758806,231,8259.0,7
1759089,125,1406.0,0
1759553,22,669.0,0
1759558,179,5000.0,7
1760526,104,7048.0,0
1761197,218,25192.0,0
1763132,540,473.0,0
1763641,64,8232.0,2
1763688,255,19632.0,0
1763801,63,4293.0,7
1766199,249,1821.0,0
1767335,152,14735.0,1
1768233,198,477.0,0
1769809,257,88719.0,0
1773330,210,19717.0,0
1773950,113,35520.0,0
1774045,212,21600.0,0
1774334,248,46353.0,0
1774630,138,11936.0,7
1775050,192,2390.0,7
1775236,86,41015.0,0
1776343,62,23963.0,0
1777349,5,0.0,0
1777615,72,12949.0,7
1777875,213,10640.0,7
1777955,256,10337.0,0
1778526,162,2463.0,7
1778630,150,22049.0,0
1778821,141,44274.0,0
1779047,101,1663.0,7
1779537,117,157.0,0
1780999,61,21386.0,0
1781655,210,2783.0,0
1782255,78,1438.0,7
1787949,143,12500.0,0
1789133,50,158.0,0
1789787,115,0.0,0
1790902,223,18554.0,0
1791895,156,6956.0,0
1791933,188,2684.0,0
1791965,87,2242.0,7
1792789,145,29189.0,0
1794212,84,11000.0,7
1795728,148,28936.0,0
1801157,193,3989.0,0
1803121,125,13810.0,1
1804034,296,7319.0,0
1804876,120,33497.0,0
1805972,106,28914.0,0
1807606,64,978.0,0
1810383,204,73.0,0
1810883,177,10375.0,7
1810923,130,2800.0,7
1811161,101,13495.0,7
1811564,289,1929.0,7
1812047,25,2654.0,0
1812760,143,78681.0,0
1812776,136,5364.0,0
1813323,112,6565.0,0
1817519,152,6653.0,7
1819407,272,7808.0,0
1822208,342,18340.0,7
1822251,70,430.0,0
1822459,224,18408.0,7
1823542,147,13789.0,0
1825541,365,4121.0,0
1827104,315,30208.0,0
1827199,90,3754.0,7
1827343,105,1498.0,7
1829045,45,1937.0,7
1829772,432,16556.0,1
1830356,169,4374.0,7
1830650,160,32343.0,0
1831228,215,21851.0,0
1832921,757,8554.0,0
1834081,197,27126.0,0
1834174,304,17575.0,0
1834258,235,14499.0,7
1836607,78,13914.0,0
1836740,195,3446.0,0
1837077,73,5650.0,7
1837845,63,43430.0,0
1838653,139,3108.0,7
1839786,211,10468.0,0
1840046,188,2641.0,0
1840966,177,3090.0,0
1841694,154,1520.0,0
1841888,71,26729.0,7
1842303,117,14673.0,0
1843549,60,20889.0,0
1845125,23,61.0,0
1845423,185,4482.0,0
1846494,98,7405.0,0
1847488,109,17772.0,0
1850709,-1,,
1851124,140,10506.0,7
1852542,220,66787.0,0
1852622,286,5203.0,0
1852692,93,8626.0,0
1853730,168,153.0,0
1853839,85,1656.0,0
1854042,135,2656.0,7
1854267,161,14348.0,0
1855076,149,22242.0,0
1855254,141,14598.0,0
1856216,757,2093.0,0
1857356,287,14114.0,0
1858116,68,20786.0,0
1858456,224,815.0,7
1860682,268,12027.0,0
1862033,83,18804.0,7
1862586,307,26476.0,7
1862765,98,12572.0,0
1864625,32,3033.0,0
1864684,100,5809.0,1
1865094,154,13564.0,7
1865651,76,816.0,7
1865889,278,3408.0,7
1866169,128,7263.0,0
1866951,156,0.0,0
1868734,42,26929.0,7
1873929,224,5664.0,0
1874017,99,18588.0,0
1874772,76,1827.0,4
1875729,23,7343.0,0
1876191,239,5945.0,0
1878468,56,156.0,0
1880142,90,542.0,7
1880488,15,0.0,0
1883328,78,34180.0,0
1884010,213,25530.0,0
1884480,57,176.0,0
1884544,192,798.0,0
1884886,214,15845.0,7
1885397,191,22825.0,0
1885860,172,5825.0,1
1889236,116,52647.0,3
1890735,211,21611.0,0
1891396,257,0.0,0
1891726,60,720.0,7
1892768,191,43140.0,0
1893818,135,2410.0,7
1894083,268,4232.0,6
1895750,246,7225.0,7
1896233,262,12454.0,0
1897681,169,12874.0,3
1897785,50,12411.0,0
1899356,101,1285.0,0
1899569,102,4665.0,7
1900791,381,10407.0,4
1902720,76,1675.0,7
1903095,133,1893.0,0
1903182,160,24979.0,0
1903968,243,34898.0,0
1904370,108,1061.0,7
1904376,47,100.0,0
1905419,106,5435.0,7
1905616,127,1272.0,7
1907191,220,6461.0,7
1907893,137,2651.0,0
1907964,164,1432.0,0
1908801,251,15006.0,7
1909221,154,22073.0,0
1913052,166,16846.0,0
1913447,184,12533.0,7
1913696,169,11847.0,0
1914203,115,54302.0,0
1914862,131,2159.0,7
1915263,173,32635.0,0
1918264,47,1501.0,7
1920598,131,19065.0,7
1922577,58,8765.0,3
1923362,68,10754.0,0
1928024,186,3158.0,0
1928100,391,31625.0,0
1929061,31,2773.0,0
1929242,184,29632.0,0
1930987,188,37315.0,1
1933425,152,2536.0,0
1933663,133,25640.0,0
1933755,174,847.0,7
1934261,247,8225.0,6
1934382,288,7574.0,7
1934438,104,1035.0,0
1934711,139,4468.0,3
1935583,219,32548.0,0
1936544,232,3663.0,0
1937895,113,876.0,7
1938224,130,1997.0,7
1938579,198,19781.0,7
1940990,70,618.0,7
1943498,248,0.0,0
1944056,-1,,
1944705,97,0.0,0
1944966,105,18940.0,7
1947480,84,1158.0,7
1947911,137,14410.0,7
1950629,148,10758.0,0
1951020,64,246.0,0
1951166,187,42718.0,0
1951815,378,1624.0,0
1952374,351,41468.0,0
1952728,134,23339.0,0
1955044,116,10489.0,0
1957540,162,5860.0,0
1958493,211,7293.0,0
1958543,202,146184.0,0
1960489,220,12685.0,0
1961425,158,13640.0,7
1964569,232,10820.0,0
1965119,188,41361.0,0
1965797,365,13488.0,0
1970762,247,22482.0,0
1971746,172,4801.0,0
1972904,140,6467.0,7
1973585,114,5213.0,1
1975700,144,30815.0,0
1976424,273,13058.0,0
1978363,174,20582.0,0
1978833,60,15511.0,0
1979832,217,1737.0,0
1981227,301,23238.0,0
1983664,169,10199.0,0
1983785,216,16517.0,0
1983833,374,33114.0,0
1983939,245,49458.0,0
1984313,146,21850.0,0
1985550,132,30269.0,0
1987502,88,0.0,0
1988563,130,4137.0,7
1989509,108,5563.0,0
1992693,150,1244.0,6
1994151,153,9818.0,7
1994590,147,715.0,7
1995223,167,31118.0,7
1999079,147,6910.0,7
1999092,64,0.0,0
1999198,234,8037.0,7
2001421,37,9055.0,0
2001722,101,1026.0,0
2003886,157,19931.0,0
2004655,152,16675.0,7
2005869,51,1481.0,7
2006026,124,1798.0,7
2006198,253,6521.0,0
2006411,104,734.0,7
2006584,110,2641.0,0
2006635,149,23184.0,0
2009416,128,0.0,0
2009644,153,44668.0,0
2009759,208,29262.0,2
2010252,124,554.0,7
2010729,163,6997.0,7
2012215,128,1270.0,0
2012241,211,439.0,0
2012767,161,7050.0,0
2012908,226,17168.0,0
2013824,401,12565.0,0
2014053,308,24611.0,0
2015064,245,63414.0,0
2015491,20,0.0,0
2015999,178,17511.0,0
2016542,217,17100.0,7
2017878,174,1912.0,7
2022262,209,36234.0,0
2023102,99,11267.0,0
2023477,242,477.0,0
2023690,143,5915.0,7
2024903,104,4783.0,7
2026138,163,4625.0,7
2027596,278,955.0,0
2031261,33,10885.0,0
2031546,185,14715.0,0
2036934,165,10039.0,0
2037842,45,7764.0,0
2039939,58,1443.0,0
2040660,148,20086.0,0
2040797,180,43316.0,7
2041720,246,21726.0,7
2042100,237,14587.0,0
2042355,51,3381.0,0
2043101,107,56509.0,0
2044047,77,4288.0,0
2044418,83,6645.0,0
2046899,301,7044.0,7
2046916,196,10490.0,0
2047700,281,1588.0,7
2047915,228,16607.0,0
2048059,135,12639.0,7
2048638,134,90441.0,0
2048755,293,32078.0,0
2049442,111,17773.0,7
2051295,118,43307.0,0
2051401,102,181.0,0
2051989,42,0.0,0
2053081,31,6037.0,0
2053543,200,5383.0,0
2054201,174,12518.0,0
2054678,53,29422.0,7
2056081,251,3000.0,0
2056219,151,1574.0,0
2056270,30,625.0,0
2056543,143,9948.0,0
2057360,214,5890.0,0
2057804,200,26.0,0
2058222,228,0.0,0
2059387,382,1879.0,0
2059626,195,8312.0,0
2060466,73,1577.0,7
2061919,223,45432.0,0
2062589,133,11194.0,0
2064506,309,28771.0,0
2065313,172,3167.0,0
2066801,134,10779.0,0
2067281,221,6510.0,7
2067385,46,1185.0,7
2067413,196,6494.0,0
2067809,133,28000.0,1
2068301,114,7293.0,7
2068531,85,11179.0,7
2069553,157,20550.0,7
2069684,217,13089.0,0
2073222,146,15638.0,7
2073454,96,12248.0,0
2075534,202,13829.0,0
2076031,199,3771.0,7
2076182,-1,,
2078801,312,10547.0,0
2079322,77,9980.0,0
2080263,135,1482.0,7
2080794,164,10386.0,0
2080926,101,9891.0,0
2082485,160,10422.0,0
2083781,266,37301.0,0
2084066,167,13290.0,7
2084962,110,62492.0,0
2085071,245,6221.0,0
2085864,86,4717.0,0
2088217,146,25796.0,0
2089538,295,11664.0,0
2091016,172,13353.0,0
2091820,78,19585.0,0
2091956,88,1925.0,7
2092298,260,26830.0,1
2092713,147,2308.0,7
2092806,192,1867.0,0
2094752,276,19590.0,7
2094840,55,2323.0,7
2096716,116,1190.0,0
2097310,134,4488.0,7
2097867,103,2060.0,0
2098322,149,26776.0,0
2098980,158,3511.0,7
2099248,156,18278.0,0
2100063,137,63182.0,0
2100384,67,190.0,7
2100672,78,2476.0,1
2102300,105,24394.0,0
2102624,115,15355.0,0
2105436,166,14743.0,7
2105873,151,2844.0,0
2107409,199,23357.0,0
2108643,277,23.0,0
2109361,177,309.0,0
2109524,151,8190.0,7
2109995,124,21850.0,7
2111353,106,5732.0,7
2112814,160,1428.0,0
2113194,26,0.0,0
2114320,130,1310.0,0
2115681,87,9341.0,0
2117150,111,11340.0,7
2117833,178,24260.0,7
2119046,197,4829.0,0
2119253,122,7091.0,7
2119646,2,0.0,0
2119647,164,2381.0,7
2120262,38,4206.0,7
2120494,193,11170.0,0
2123771,138,3167.0,7
2129874,136,1788.0,0
2130863,166,20017.0,3
2132687,74,35032.0,0
2133683,54,945.0,0
2136032,215,22108.0,0
2138815,167,2737.0,7
2139037,217,12813.0,0
2139444,167,5728.0,0
2140632,192,1803.0,0
2141923,248,11306.0,0
2142672,85,16440.0,0
2143029,124,14026.0,7
2144652,238,40941.0,0
2145406,233,76829.0,0
2145831,179,16399.0,7
2145976,181,12371.0,0
2147369,119,21499.0,0
2148225,232,735.0,0
2148237,152,17507.0,1
2148271,55,11737.0,1
2148274,37,600.0,0
2148285,153,7990.0,0
2148886,162,19851.0,0
2150408,120,14037.0,0
2151667,77,6666.0,7
2151995,151,18726.0,0
2153281,251,4349.0,0
2153305,180,0.0,0
2154406,110,5070.0,7
2154701,212,2286.0,7
2154993,5,0.0,0
2155044,17,10979.0,0
2155321,48,21421.0,7
2155546,172,4351.0,0
2155925,162,7550.0,3
2157061,394,18993.0,0
2157638,65,1340.0,0
2159426,21,14432.0,0
2159522,143,8430.0,0
2160427,174,68170.0,0
2160485,54,9472.0,0
2160607,282,5847.0,0
2162443,149,19007.0,0
2165274,130,4951.0,7
2167375,174,7248.0,7
2168001,54,19464.0,0
2168920,109,4222.0,7
2169565,144,3090.0,7
2169686,11,1690.0,0
2169717,66,1848.0,0
2169840,76,5151.0,7
2169909,335,17798.0,7
2170341,48,5891.0,0
2170507,3,0.0,0
2171920,223,12610.0,7
2172098,211,1773.0,7
2172797,172,38387.0,0
2173172,95,19157.0,7
2173785,53,426.0,0
2176122,260,25571.0,0
2176981,50,215.0,7
2177274,58,6024.0,0
2177664,139,57548.0,0
2178126,187,5001.0,7
2179885,40,580.0,0
2180486,257,47826.0,0
2182634,122,5970.0,0
2183100,92,226.0,7
2183212,102,10143.0,7
2183679,218,15547.0,7
2186434,233,1276.0,0
2187035,129,8172.0,0
2187305,250,5225.0,7
2189148,305,46632.0,0
2189178,155,25011.0,7
2190373,87,993.0,7
2191033,19,2668.0,1
2192003,64,218.0,0
2192079,81,23303.0,0
2193415,130,5788.0,0
2193431,146,21633.0,6
2194152,183,3366.0,7
2196825,56,4534.0,0
2200200,78,859.0,0
2200948,91,36795.0,7
2202842,209,2460.0,0
2203610,169,5351.0,0
2203750,191,5980.0,7
2203764,107,0.0,0
2203975,73,15020.0,7
2204447,152,26284.0,0
2206085,171,536.0,1
2208319,187,17744.0,0
2208967,11,162.0,0
2209057,22,12294.0,0
2209390,92,12327.0,6
2210367,57,6778.0,0
2211251,42,0.0,0
2212141,310,13152.0,7
2212286,159,49470.0,0
2212452,269,21376.0,0
2212501,-1,,
2215088,210,29424.0,7
2215230,145,4667.0,7
2215947,182,3255.0,2
2216538,69,10575.0,0
2216952,179,8542.0,0
2219505,193,7709.0,0
2219684,22,0.0,0
2221287,171,17357.0,0
2221296,89,822.0,7
2221878,63,7822.0,7
2222610,164,9675.0,0
2225307,200,3274.0,7
2227021,198,40923.0,0
2227428,64,14830.0,0
2228580,198,56006.0,0
2228902,186,28508.0,0
2232304,42,1335.0,7
2232520,219,13340.0,0
2234646,41,6154.0,0
2237067,78,16598.0,7
2239561,139,0.0,0
2239584,30,14153.0,0
2239880,184,8404.0,7
2241968,103,5650.0,7
2243810,142,25688.0,0
2243953,263,144.0,0
2244137,127,13550.0,2
2244697,105,1646.0,0
2246158,35,1769.0,0
2249949,53,15963.0,0
2250043,306,0.0,0
2250171,214,3522.0,7
2250446,-1,,
2250965,208,4605.0,0
2251018,148,16306.0,0
2251992,49,2376.0,7
2252879,293,1238.0,0
2253686,156,0.0,0
2255205,26,96.0,7
2256712,254,22162.0,7
2258175,236,8832.0,0
2259868,154,53189.0,0
2260054,42,16676.0,7
2263940,214,11666.0,0
2264904,157,39972.0,7
2265130,126,12991.0,0
2265774,188,29971.0,7
2266410,999,29271.0,7
2266703,76,710.0,7
2267506,67,20024.0,7
2267761,118,7807.0,0
2268880,300,637.0,0
2270043,110,14688.0,0
2270169,123,4131.0,7
2270257,117,25002.0,0
2270471,175,27717.0,7
2270701,105,8695.0,7
2271443,335,41336.0,0
2274639,175,0.0,0
2274645,273,10207.0,7
2274942,111,10125.0,0
2275257,28,0.0,0
2275312,27,12537.0,1
2275375,397,2231.0,0
2278439,389,11739.0,0
2278994,118,11520.0,0
2280230,81,13818.0,0
2282864,122,2621.0,7
2284981,172,10414.0,0
2288010,128,490.0,0
2289569,94,11154.0,0
2290522,139,49173.0,0
2291436,87,20697.0,7
2292877,382,16751.0,7
2293245,307,5802.0,7
2293397,260,36202.0,0
2295186,103,19542.0,0
2295299,147,19852.0,0
2296343,127,12021.0,0
2296981,266,3197.0,0
2297328,171,15704.0,0
2297748,13,3297.0,0
2299358,227,12747.0,0
2302046,161,15159.0,0
2302473,19,0.0,0
2303399,151,4454.0,7
2303914,78,2448.0,0
2304534,112,3635.0,7
2305436,160,38026.0,0
2305440,92,9504.0,7
2305675,89,0.0,0
2306089,19,0.0,0
2308342,169,10294.0,7
2308563,148,17470.0,7
2309131,323,20360.0,0
2309377,143,28449.0,0
2309648,155,36414.0,0
2309890,357,28836.0,0
2310911,77,1628.0,0
2312638,205,19040.0,0
2312663,46,249.0,0
2313063,62,133.0,0
2313630,230,3920.0,7
2314531,100,1633.0,7
2316085,110,3499.0,7
2317301,108,21803.0,0
2317749,75,5075.0,7
2320678,-1,,
2321480,125,11274.0,7
2322280,164,8967.0,7
2324086,50,21923.0,7
2326140,86,5069.0,0
2326586,226,537.0,7
2328192,292,3264.0,7
2329280,101,10511.0,7
2329335,157,52869.0,7
2330399,73,1061.0,0
2330712,130,53417.0,0
2331158,179,134550.0,0
2331186,211,4665.0,7
2335048,165,18796.0,0
2335875,153,5863.0,7
2336857,120,5864.0,7
2336878,153,17498.0,7
2337469,97,17097.0,7
2338542,160,13085.0,0
2339739,235,45725.0,0
2340608,104,78408.0,0
2340617,176,27802.0,7
2340804,139,2224.0,7
2342576,129,40637.0,7
2342863,76,2162.0,0
2342911,80,3114.0,7
2344109,143,3308.0,7
2344241,213,44323.0,0
2344686,100,5644.0,7
2345199,73,8041.0,7
2347466,109,6544.0,7
2348068,329,20073.0,0
2348514,209,9322.0,0
2348876,136,3285.0,0
2349057,99,4513.0,0
2349287,163,11341.0,6
