UID,ALL_AgeOfOldestAccount,ALL_SumCurrentOutstandingBalExcMtg,ALL_WorstPaymentStatusActiveAccounts
4467713,159,21528.0,0
4467732,11,0.0,0
4468423,221,60048.0,7
4469130,148,3082.0,0
4469311,419,81.0,0
4469894,151,6801.0,0
4471398,220,2790.0,7
4475909,152,18074.0,0
4478402,111,19062.0,0
4478757,31,1012.0,0
4480235,72,1096.0,0
4481445,157,748.0,7
4481755,200,2523.0,7
4482606,472,15026.0,0
4483281,208,18029.0,7
4483367,5,198.0,2
4484064,149,24714.0,0
4484332,227,22714.0,0
4484753,126,13032.0,7
4485284,166,4583.0,0
4486796,260,12028.0,7
4488437,128,1415.0,0
4488538,225,23379.0,0
4488660,116,0.0,0
4488962,177,8127.0,7
4491722,172,5659.0,0
4492706,261,10593.0,0
4492822,127,9189.0,0
4493295,147,24007.0,7
4493597,102,22179.0,2
4493795,155,12769.0,0
4494833,146,2889.0,7
4494916,173,22241.0,0
4496292,369,3752.0,0
4496892,115,21197.0,0
4497369,176,9571.0,7
4498030,83,1647.0,0
4498492,106,2871.0,7
4501933,343,13792.0,7
4502495,181,10603.0,0
4505366,259,9321.0,5
4509038,158,48344.0,0
4509874,-1,,
4510391,308,6199.0,0
4512800,212,20139.0,0
4513098,190,2548.0,7
4513280,90,3836.0,7
4514359,96,896.0,0
4515427,266,32552.0,0
4515486,273,29949.0,0
4518375,189,223.0,0
4520750,138,5052.0,7
4520886,103,8745.0,0
4522346,27,2970.0,0
4522546,148,14679.0,0
4524031,259,29039.0,0
4525608,144,11787.0,0
4527917,142,27691.0,0
4529697,154,7770.0,0
4530279,276,2054.0,0
4530704,143,68683.0,0
4530874,261,21607.0,0
4531940,182,17352.0,0
4534774,334,12390.0,0
4537053,125,12457.0,7
4537133,164,22208.0,0
4539176,143,19013.0,7
4539777,99,1580.0,7
4542518,99,1004.0,7
4542550,143,22277.0,7
4545204,146,23497.0,0
4547546,194,13501.0,0
4547990,153,28540.0,0
4548124,142,1467.0,7
4550414,330,20740.0,0
4551115,223,55241.0,0
4552361,174,25240.0,0
4552804,100,486.0,0
4557831,310,34456.0,7
4559044,179,34185.0,7
4559101,124,17083.0,0
4559474,216,11658.0,0
4563999,147,14135.0,7
4565041,44,2223.0,0
4565906,-1,,
4568611,32,0.0,0
4570200,100,617.0,0
4571753,230,0.0,0
4572384,133,14397.0,0
4574146,176,167.0,0
4575250,999,11729.0,7
4580396,150,18299.0,0
4582067,297,32854.0,7
4586172,439,39610.0,0
4587329,242,5465.0,0
4589336,215,1081.0,0
4591050,266,230.0,0
4597351,106,33.0,0
4597577,124,8148.0,0
4598620,228,2210.0,0
4600038,81,712.0,7
4600167,140,1054.0,7
4600808,99,15004.0,0
4601406,30,1527.0,0
4601540,99,1007.0,0
4602482,99,5455.0,1
4603074,200,3970.0,0
4604011,84,996.0,7
4604466,-1,,
4605315,223,5836.0,0
4605396,104,1362.0,7
4605847,33,295.0,0
4606234,141,1605.0,7
4607354,62,655.0,0
4608509,58,1766.0,1
4609832,113,6136.0,0
4610097,186,55860.0,0
4616528,20,11026.0,0
4619167,223,14939.0,7
4628913,75,23875.0,0
4629003,57,3020.0,0
4630062,233,12041.0,0
4631002,103,8875.0,0
4631665,225,36809.0,0
4632074,204,2615.0,0
4633023,101,22753.0,7
4633463,313,15475.0,0
4635217,138,21519.0,0
4635362,158,3817.0,7
4636200,309,19869.0,0
4637918,270,28252.0,7
4638043,226,4578.0,7
4640335,89,13636.0,7
4643496,107,9897.0,7
4644903,99,11928.0,7
4645718,140,4399.0,7
4645791,202,4339.0,0
4648334,244,19093.0,7
4649615,297,1089.0,0
4649649,88,4308.0,7
4651082,273,2094.0,7
4653731,135,8259.0,7
4655596,35,1463.0,0
4657815,27,6859.0,0
4658404,164,30011.0,0
4660073,177,37613.0,0
4660946,369,13169.0,0
4662298,95,0.0,0
4662479,185,22955.0,0
4663074,128,19118.0,0
4663289,120,10584.0,0
4663813,98,2399.0,7
4664772,38,14360.0,0
4667642,131,12895.0,0
4668470,174,8347.0,0
4668590,121,26914.0,0
4669334,187,22108.0,0
4671026,243,10820.0,0
4671401,107,32516.0,1
4673875,270,34743.0,0
4675006,200,700.0,7
4675553,223,371.0,0
4676430,203,465.0,0
4676523,207,25737.0,7
4678785,89,2029.0,0
4678994,99,8100.0,2
4679169,212,19662.0,0
4680153,310,24959.0,0
4681380,230,3226.0,0
4681624,188,23291.0,0
4681963,82,8827.0,7
4683438,273,35466.0,0
4688667,220,20255.0,0
4689497,110,4002.0,0
4690258,177,19707.0,0
4690377,358,37407.0,0
4690763,264,10501.0,0
4690809,343,20070.0,0
4691011,226,23222.0,0
4692596,106,9357.0,7
4693169,81,2752.0,7
4693818,97,2013.0,7
4694263,131,22236.0,0
4695281,97,960.0,0
4695929,114,2339.0,7
4699387,242,5061.0,7
4699540,259,33412.0,0
4700023,151,727.0,7
4701456,118,381.0,0
4703837,175,3718.0,0
4704399,153,176.0,0
4704714,21,282.0,0
4705074,121,1755.0,7
4706526,166,0.0,0
4707880,179,11417.0,1
4709468,146,9442.0,7
4710009,132,8748.0,7
4711479,77,6581.0,7
4711616,175,24769.0,7
4712722,149,13554.0,0
4715136,112,20160.0,7
4716104,89,8814.0,7
4716460,123,29.0,0
4717379,76,9340.0,0
4717471,-1,,
4720469,201,29492.0,0
4721587,196,27904.0,0
4722845,191,20912.0,7
4723981,85,10861.0,0
4724342,200,26192.0,0
4725745,118,0.0,0
4726227,177,15326.0,0
4726391,115,15066.0,0
4728621,31,18357.0,0
4728624,176,16370.0,7
4729554,129,924.0,0
4729901,284,5985.0,7
4733270,195,40219.0,0
4737202,73,6900.0,7
4737752,133,15917.0,0
4737907,167,1002.0,0
4739469,56,14011.0,0
4739850,121,14568.0,7
4741784,286,3114.0,7
4744525,202,26612.0,0
4744784,165,508.0,0
4745981,125,5662.0,0
4746886,234,702.0,0
4750411,283,17518.0,7
4751511,159,27479.0,0
4752353,58,6933.0,0
4753030,112,14163.0,0
4755645,175,28470.0,0
4756423,207,0.0,0
4756515,121,10050.0,7
4756594,177,39280.0,0
4757122,177,11333.0,0
4759018,213,28638.0,0
4765762,167,0.0,0
4766630,107,1255.0,0
4767055,218,20090.0,0
4767073,320,1643.0,0
4768164,202,7424.0,2
4769060,380,15764.0,0
4771074,131,3098.0,0
4775210,190,17390.0,7
4778904,225,4312.0,0
4782700,171,53887.0,0
4786014,280,11046.0,0
4787372,141,24294.0,0
4793214,147,19985.0,0
4794618,105,18098.0,7
4795335,14,2405.0,3
4797437,162,15505.0,0
4797733,130,4856.0,0
4803435,159,0.0,0
4804803,143,4510.0,7
4805808,118,6364.0,1
4805862,171,5839.0,0
4806442,274,318.0,0
4807707,162,37525.0,0
4808225,6,0.0,0
4808943,81,14695.0,0
4809800,11,2495.0,1
4810755,165,18828.0,7
4812126,48,5381.0,0
4812147,173,6288.0,0
4812733,21,,
4813603,131,3879.0,0
4813782,316,11305.0,0
4814909,-1,,
4815958,258,11005.0,0
4817128,144,747.0,0
4817228,213,47427.0,0
4817530,135,15645.0,0
4819413,212,7441.0,0
4822458,76,876.0,7
4822901,21,11374.0,0
4823459,118,13473.0,0
4824745,98,58.0,2
4824900,179,10363.0,0
4825054,144,3669.0,0
4825509,82,4182.0,1
4827698,150,3217.0,7
4828195,107,4048.0,0
4828256,296,16167.0,0
4828359,275,12600.0,0
4830078,223,15802.0,7
4832425,82,7305.0,0
4833316,170,19214.0,0
4833796,57,15606.0,0
4836638,233,15424.0,0
4838816,-1,,
4840633,267,9721.0,7
4841534,199,2228.0,7
4842410,273,6933.0,7
4843367,247,97.0,0
4846556,201,16706.0,0
4846847,225,31473.0,0
4847019,276,19894.0,1
4849484,-1,,
4850902,98,5337.0,0
4851158,156,2007.0,0
4851187,111,450.0,7
4852601,349,14566.0,0
4852880,203,49677.0,0
4853070,109,4233.0,0
4853586,119,20430.0,0
4854452,290,12011.0,0
4854480,215,54684.0,0
4854662,15,380.0,0
4856953,410,15237.0,0
4857912,189,4630.0,0
4858833,346,2264.0,0
4859467,407,41578.0,0
4860016,176,145.0,0
4860935,130,1696.0,7
4863408,292,6816.0,0
4866778,257,28979.0,0
4867353,185,28473.0,0
4868056,103,1081.0,0
4869008,129,21240.0,0
4869119,49,240.0,0
4869430,175,27263.0,0
4871708,260,1486.0,0
4871830,-1,,
4876543,301,6552.0,0
4877213,113,10593.0,7
4878446,70,0.0,0
4878611,322,4965.0,0
4879939,366,16839.0,0
4880171,135,19448.0,7
4881879,334,14448.0,0
4884653,97,10104.0,0
4886256,245,5496.0,0
4888134,72,11957.0,0
4889417,167,0.0,0
4889465,128,16903.0,7
4889758,179,6763.0,0
4893303,108,16618.0,7
4896868,54,6679.0,4
4897703,201,2729.0,0
4897901,138,38032.0,0
4899294,229,5951.0,0
4899496,31,629.0,0
4901646,186,15525.0,0
4903056,154,35724.0,0
4903858,89,18305.0,0
4906252,152,377.0,0
4906533,86,8336.0,7
4911177,84,3402.0,7
4913018,71,952.0,0
4914112,111,205.0,0
4915656,34,12124.0,0
4916384,156,12283.0,0
4917021,162,3440.0,7
4918051,48,974.0,2
4918568,106,0.0,0
4918767,103,11021.0,6
4920280,85,0.0,0
4921736,162,15019.0,0
4921984,212,19736.0,0
4924247,81,9475.0,7
4928385,224,5421.0,0
4929210,40,0.0,0
4929910,27,0.0,0
4935211,123,1606.0,7
4936817,24,0.0,0
4939091,83,5730.0,7
4939433,109,22898.0,0
4940248,53,1657.0,7
4941609,288,3344.0,0
4941745,115,8973.0,0
4944664,80,16048.0,0
4945520,155,1305.0,7
4946145,-1,,
4946218,263,7606.0,0
4947922,121,7427.0,7
4948827,47,120.0,0
4950829,134,10094.0,0
4952152,124,3521.0,0
4953067,238,15255.0,0
4953205,196,524.0,0
4954010,176,13621.0,0
4954198,200,24274.0,0
4954410,48,14598.0,0
4956373,274,30063.0,0
4957667,263,10517.0,7
4957937,154,10309.0,1
4962082,104,4984.0,7
4965858,87,3000.0,0
4966254,156,11334.0,0
4967867,366,5371.0,7
4970702,133,1428.0,0
4973875,168,15092.0,0
4975906,65,12170.0,7
4975944,248,15875.0,0
4976422,154,411.0,0
4976663,483,43470.0,0
4978099,49,1.0,0
4978540,131,0.0,0
4981012,253,1672.0,0
4981160,131,6442.0,7
4982887,333,33657.0,7
4983410,322,1021.0,0
4984243,151,3396.0,0
4984569,80,3268.0,7
4985657,45,7746.0,0
4990764,300,13443.0,7
4991487,303,23608.0,0
4992229,79,52.0,0
4992509,216,22605.0,0
4992962,113,910.0,0
4993933,163,12822.0,0
4994879,166,10342.0,3
4995602,236,19882.0,1
4998967,149,2788.0,0
4999691,210,26108.0,0
5001160,31,116.0,0
5002073,185,42241.0,0
5003511,44,0.0,0
5003700,193,9123.0,0
5004219,77,2199.0,7
5004972,161,12528.0,0
5005945,211,20642.0,7
5006303,175,3010.0,7
5006879,119,14.0,0
5010766,100,0.0,0
5011062,198,9110.0,7
5012065,57,3601.0,7
5012364,191,32486.0,0
5013363,21,711.0,0
5014612,67,485.0,0
5015466,123,17860.0,0
5019837,119,18824.0,0
5020100,250,6132.0,1
5020453,155,2525.0,0
5020917,60,2140.0,0
5023211,177,300.0,0
5025312,123,3789.0,0
5025463,160,13774.0,0
5026099,186,31287.0,0
5026662,176,23923.0,0
5030867,189,3982.0,0
5033973,344,8437.0,0
5033996,232,9310.0,7
5036514,80,5812.0,0
5039402,155,12725.0,7
5040393,127,20697.0,0
5041357,181,13569.0,0
5043972,120,19182.0,0
5044196,173,7991.0,7
5045948,169,8917.0,0
5046033,74,0.0,0
5047122,322,36343.0,0
5050624,178,45864.0,0
5050957,33,1166.0,0
5051840,194,4708.0,7
5053049,192,9071.0,0
5053823,139,26487.0,0
5054533,29,17434.0,0
5054678,189,14915.0,0
5056592,81,4114.0,7
5060192,133,24364.0,7
5060432,190,11972.0,0
5061831,196,3962.0,0
5063531,35,4218.0,0
5063579,96,684.0,0
5064212,57,1646.0,0
5064362,105,17653.0,7
5064939,182,27108.0,0
5065552,236,11963.0,0
5066821,112,22103.0,0
5068173,133,3763.0,7
5070092,41,15439.0,0
5071595,260,38488.0,7
5073619,166,23372.0,7
5074397,86,1741.0,7
5074763,167,3310.0,0
5076641,91,27466.0,0
5076751,77,10346.0,5
5077671,146,17486.0,7
5077691,-1,,
5078274,215,47837.0,0
5080157,116,26193.0,0
5081295,151,25485.0,0
5081656,203,13248.0,0
5083043,331,35321.0,0
5084079,111,256.0,0
5085829,109,10938.0,0
5086986,34,638.0,0
5087936,122,17701.0,0
5088772,85,12175.0,0
5089149,167,25899.0,7
5090140,290,5769.0,7
5091152,156,1628.0,1
5091364,158,17230.0,7
5091852,284,8422.0,0
5092057,140,7733.0,0
5093724,137,19297.0,0
5094724,212,2432.0,0
5094824,154,6119.0,7
5095281,184,37392.0,0
5096194,37,0.0,0
5098801,66,11962.0,0
5100283,58,8199.0,0
5101122,204,8315.0,7
5101404,129,1196.0,0
5103893,149,6508.0,7
5103908,114,1327.0,7
5106273,131,23681.0,7
5107523,53,7117.0,7
5107808,132,55.0,0
5111791,321,46251.0,0
5112322,80,0.0,0
5113024,172,7349.0,0
5114780,182,25684.0,0
5116919,156,16155.0,0
5117397,111,4890.0,0
5118418,148,35513.0,0
5124675,120,3761.0,7
5124979,239,1855.0,7
5126973,177,21201.0,0
5127470,168,32262.0,0
5132372,237,15182.0,0
5132678,438,15503.0,0
5132752,161,427.0,0
5132969,93,112.0,7
5133089,288,3557.0,0
5133696,147,11593.0,0
5134292,194,6285.0,7
5134939,245,13803.0,0
5135787,58,1351.0,7
5136304,115,0.0,0
5136313,234,758.0,0
5138300,120,25868.0,7
5138323,208,30545.0,0
5139036,285,80.0,0
5142211,138,18566.0,7
5143312,83,15371.0,0
5143689,171,5628.0,0
5147895,63,8628.0,7
5149741,180,20975.0,7
5153332,240,1296.0,7
5156304,340,452.0,0
5157751,187,11534.0,7
5160371,26,354.0,7
5160436,261,17545.0,0
5163400,199,8501.0,0
5168181,164,35229.0,0
5169908,137,3537.0,7
5173521,284,460.0,0
5174176,141,4721.0,0
5176177,64,13402.0,0
5179097,113,17574.0,0
5185673,157,22413.0,0
5185772,49,0.0,0
5186666,287,8397.0,7
5186791,101,9536.0,7
5186963,153,2617.0,7
5188476,194,25798.0,0
5188537,241,1405.0,0
5191330,48,8284.0,0
5192829,69,0.0,0
5193089,94,11761.0,5
5193500,131,11105.0,0
5195440,339,60348.0,0
5196474,63,11145.0,0
5196695,149,4084.0,7
5196696,220,11907.0,6
5196855,191,35768.0,0
5197196,164,21470.0,0
5197553,175,4271.0,0
5197716,86,5363.0,7
5197862,60,7868.0,0
5199091,66,499.0,0
5199559,191,44819.0,0
5199606,369,2990.0,0
5201634,296,16776.0,0
5205116,239,33318.0,0
5205894,78,9505.0,0
5209403,106,5166.0,1
5210555,202,18934.0,0
5211594,211,43774.0,0
5211960,152,17625.0,0
5212361,191,6697.0,0
5214693,194,27027.0,0
5214728,403,169101.0,0
5215892,120,1467.0,7
5217531,14,0.0,0
5217888,78,21154.0,0
5221496,156,17258.0,0
5223284,107,4935.0,0
5224331,106,19092.0,0
5224349,208,15221.0,0
5226035,154,22353.0,0
5226267,113,10474.0,0
5227303,146,16746.0,0
5227865,169,34767.0,0
5227954,164,7770.0,7
5228682,180,40559.0,0
5229128,166,2960.0,7
5229335,111,2166.0,7
5230054,173,10603.0,0
5230299,71,15229.0,7
5231103,85,4288.0,7
5232971,53,9987.0,0
5233499,109,7454.0,7
5234313,173,17761.0,0
5237124,161,581.0,0
5237770,214,2838.0,0
5238232,40,5925.0,7
5239476,276,29188.0,7
5241579,256,21352.0,0
5242298,149,9756.0,7
5250867,123,19410.0,0
5251164,272,28358.0,0
5251322,134,1488.0,7
5254452,164,2206.0,0
5257399,209,11759.0,0
5259830,78,2815.0,0
5261056,66,8691.0,7
5261779,46,7102.0,0
5263917,121,7419.0,0
5264066,496,617.0,0
5266470,220,4741.0,0
5268890,90,6764.0,7
5269751,127,6380.0,0
5270108,61,38387.0,0
5270624,222,2268.0,0
5274642,107,14884.0,0
5274956,132,27304.0,0
5279306,58,14003.0,0
5279557,213,43882.0,0
5279907,14,30.0,0
5284173,124,10806.0,0
5285177,262,2922.0,0
5285208,156,3135.0,7
5285598,267,4135.0,0
5286218,309,31927.0,0
5287698,228,16884.0,7
5287891,191,29790.0,0
5289841,142,242.0,0
5290343,268,4819.0,0
5291461,50,3587.0,0
5292077,201,11417.0,7
5292637,-1,,
5293318,145,2577.0,7
5294865,188,20829.0,0
5298192,169,950.0,7
5299970,115,3885.0,7
5301594,485,23431.0,0
5303126,167,6563.0,0
5304647,121,650.0,0
5304792,39,13984.0,0
5305479,7,0.0,0
5305917,95,23276.0,0
5306015,169,13404.0,0
5306369,205,12289.0,0
5307174,201,1799.0,0
5307787,161,10140.0,0
5309213,250,21812.0,1
5310487,167,29520.0,0
5310818,106,1157.0,0
5313554,67,1766.0,7
5314285,126,596.0,0
5317115,111,4138.0,7
5318684,130,4832.0,7
5320019,151,3225.0,7
5320350,323,6346.0,7
5320574,254,15358.0,0
5320748,40,1800.0,0
5320874,377,22934.0,0
5321294,198,34215.0,0
5323248,170,51334.0,0
5324037,44,3443.0,0
5324158,20,0.0,0
5324527,149,14843.0,2
5325703,227,25468.0,0
5328371,67,7843.0,0
5329682,296,26408.0,0
5331521,188,23.0,0
5332490,206,27534.0,7
5334024,212,8923.0,0
5334518,99,201.0,0
5337388,153,0.0,0
5337440,321,0.0,0
5337923,164,21462.0,7
5340523,228,21383.0,7
5341421,173,151.0,0
5341610,72,5696.0,7
5342106,122,51896.0,7
5343407,289,13745.0,0
5345892,92,605.0,7
5346264,203,27755.0,7
5346392,291,47475.0,0
5346635,71,11676.0,0
5346720,267,42897.0,0
5346773,120,5436.0,7
5347494,185,11995.0,0
5349616,180,32755.0,0
5351464,111,19078.0,0
5352824,223,21583.0,7
5354324,238,2732.0,7
5356313,116,0.0,0
5357559,240,19187.0,0
5358555,142,16772.0,0
5358986,203,16016.0,0
5359594,232,23140.0,0
5361303,300,16209.0,0
5362316,152,7705.0,0
5363436,160,30448.0,2
5363976,197,1023.0,7
5364726,156,1623.0,0
5364852,207,9980.0,0
5364939,216,33409.0,0
5365121,97,3668.0,7
5365385,32,2207.0,0
5367187,229,6227.0,0
5367212,-1,,
5368427,176,29389.0,0
5372145,308,13744.0,0
5373034,121,21416.0,0
5374303,291,9581.0,0
5375371,135,18532.0,0
5377653,93,20742.0,0
5378748,48,1738.0,7
5379709,95,0.0,0
5379870,113,1891.0,7
5382254,146,37942.0,0
5383114,97,32300.0,0
5383221,226,2530.0,7
5384102,108,4130.0,0
5384718,110,2245.0,7
5384736,132,12730.0,7
5384769,313,22158.0,0
5385062,122,18184.0,0
5389260,236,1926.0,0
5389441,254,25602.0,0
5389846,334,38299.0,0
5390769,5,0.0,0
5391486,127,37402.0,0
5392371,351,5711.0,0
5393178,216,19833.0,0
5397331,285,29768.0,0
5399469,107,13795.0,0
5401699,221,13621.0,7
5402565,142,6727.0,7
5403613,57,2644.0,0
5404077,317,18144.0,0
5405810,108,3223.0,0
5406228,175,47652.0,0
5406576,194,6798.0,0
5408107,191,10569.0,0
5411367,65,28504.0,0
5411841,101,22268.0,0
5412554,304,24307.0,0
5413567,152,0.0,0
5414354,385,16668.0,0
5416559,82,381.0,0
5418026,41,2419.0,0
5418201,144,11041.0,0
5418419,190,8981.0,0
5418469,176,15741.0,0
5418636,82,25938.0,0
5419601,102,1448.0,7
5419627,95,2536.0,7
5419898,353,11145.0,0
5421270,208,13326.0,0
5422628,225,43974.0,0
5423025,172,10145.0,7
5423195,211,17409.0,0
5423697,142,14649.0,0
5424411,145,10016.0,0
5430313,144,58574.0,0
5432850,237,16027.0,0
5433099,117,23954.0,0
5433398,133,20462.0,7
5433856,187,0.0,0
5434538,216,3129.0,0
5440053,143,33883.0,0
5440757,433,2847.0,0
5443216,230,24914.0,0
5443749,137,3253.0,7
5444225,104,18636.0,0
5444854,278,16145.0,0
5446836,166,10759.0,5
5447108,420,9927.0,7
5448073,175,2532.0,0
5448131,172,8224.0,0
5448550,69,9227.0,0
5449202,130,2622.0,0
5449723,130,1860.0,7
5450251,232,2185.0,0
5450311,144,5431.0,0
5452209,160,13755.0,0
5452837,162,42230.0,0
5453182,172,10032.0,7
5453301,205,17278.0,0
5454143,193,15028.0,0
5456158,126,1724.0,0
5457092,165,15710.0,0
5459896,260,66757.0,0
5463635,192,3976.0,7
5463837,126,15609.0,0
5465493,129,15196.0,7
5465755,129,8368.0,0
5466081,158,9507.0,7
5466271,161,646.0,0
5472559,235,41296.0,0
5473953,64,4822.0,7
5474296,82,4467.0,7
5477755,174,212.0,0
5478387,136,18778.0,0
5479735,111,7085.0,0
5481913,211,23890.0,0
5482240,281,5903.0,7
5482288,140,5676.0,7
5482393,96,20353.0,0
5483059,117,29.0,0
5483715,170,24750.0,0
5483912,75,9261.0,0
5484177,148,5639.0,7
5486590,171,9925.0,0
5488319,148,15529.0,0
5488877,66,359.0,7
5496768,44,709.0,0
5498252,127,22109.0,7
5499831,164,6653.0,0
5500832,86,2996.0,7
5501471,87,205.0,7
5503111,501,16583.0,0
5505794,145,1953.0,0
5506382,187,0.0,0
5506556,118,3396.0,7
5507116,236,38996.0,0
5507888,146,6773.0,7
5508441,79,32145.0,7
5509191,103,11122.0,0
5511887,383,53112.0,0
5511929,127,0.0,0
5514138,252,29105.0,0
5515335,188,44563.0,0
5516564,19,536.0,0
5517277,143,10851.0,7
5520552,197,5302.0,7
5520769,180,66478.0,0
5524660,137,898.0,7
5524827,-1,,
5527484,209,8736.0,0
5529017,219,29063.0,0
5530567,154,719.0,0
5532802,213,16781.0,0
5532934,54,260.0,0
5535028,53,707.0,0
5536872,71,1452.0,0
5538529,83,1040.0,0
5540291,198,79733.0,0
5540583,424,3949.0,0
5540649,121,3865.0,7
5541504,125,3633.0,0
5545928,116,4976.0,7
5545979,199,27738.0,0
5548262,248,42165.0,0
5549124,137,0.0,0
5549643,104,9502.0,7
5550836,219,5584.0,0
5553221,232,15068.0,0
5553902,182,854.0,0
5554978,220,8401.0,0
5555383,132,12100.0,7
5559102,-1,,
5561708,141,30114.0,7
5561926,334,8055.0,7
5564012,116,581.0,0
5564479,148,3770.0,0
5566450,122,624.0,0
5566830,243,2896.0,0
5568860,254,8190.0,0
5570189,134,4072.0,7
5571075,177,543.0,0
5571223,156,8172.0,7
5571905,154,10947.0,0
5573262,152,20800.0,7
5574462,147,4285.0,0
5574733,114,0.0,0
5575544,128,1902.0,0
5575668,398,2488.0,0
5575893,339,34442.0,0
5576015,150,0.0,0
5576900,231,23052.0,0
5577108,298,55562.0,0
5577477,239,25055.0,0
5578409,154,9279.0,0
5578430,289,38490.0,0
5579811,62,928.0,0
5580919,94,4478.0,0
5581066,126,627.0,0
5582284,239,28714.0,0
5584111,59,2551.0,0
5584314,52,635.0,7
5585163,172,35542.0,0
5585311,125,10425.0,7
5586372,228,1866.0,7
5586976,115,24441.0,0
5587256,187,21910.0,4
5589456,78,10018.0,0
5589975,389,20061.0,0
5590128,110,7194.0,0
5590341,162,21223.0,0
5592901,122,1574.0,7
5596578,47,13627.0,0
5597222,308,1144.0,0
5598076,111,22.0,0
5598729,295,39637.0,0
5599299,56,23.0,0
5600239,172,29456.0,7
5601040,152,32566.0,0
5602869,100,4541.0,7
5603324,102,24211.0,0
5604015,296,12846.0,0
5604369,237,8669.0,0
5604574,81,8273.0,0
5605119,219,6470.0,7
5605834,90,1824.0,0
5605980,48,0.0,0
5606649,211,14165.0,7
5606726,252,7025.0,7
5607391,124,7767.0,0
5607616,102,3671.0,7
5609421,264,9627.0,0
5609803,243,979.0,0
5612519,291,24626.0,0
5615516,137,8948.0,1
5617853,205,2932.0,7
5619667,148,23983.0,7
5620525,177,14489.0,0
5624444,144,10876.0,0
5626112,225,49496.0,0
5626226,297,615.0,0
5628583,173,6944.0,0
5630063,84,27114.0,0
5634074,159,26086.0,4
5634271,92,10143.0,7
5636260,89,12502.0,7
5637215,162,18881.0,0
5637235,172,35844.0,0
5638105,157,18444.0,0
5639072,218,21819.0,7
5639083,254,9214.0,7
5640362,264,3303.0,0
5646596,176,7566.0,7
5648965,82,669.0,0
5653152,155,2602.0,7
5653510,219,46487.0,0
5654151,212,37055.0,0
5654628,132,4068.0,7
5655324,184,5947.0,0
5655330,93,7290.0,0
5655380,97,18471.0,7
5657888,40,1103.0,7
5660253,169,17456.0,0
5661172,143,33160.0,0
5662806,283,31577.0,0
5663430,199,25653.0,0
5663788,180,15604.0,0
5665587,246,299.0,0
5667175,97,13382.0,0
5667416,153,74964.0,0
5667868,105,6079.0,7
5668061,126,22233.0,0
5668357,253,57012.0,0
5668656,368,8646.0,0
5668659,228,2146.0,0
5669003,236,5682.0,7
5672040,161,1303.0,7
5672773,93,6052.0,7
5673134,166,213.0,0
5678296,176,0.0,0
5679101,158,7451.0,0
5682594,106,2969.0,7
5682917,84,8571.0,7
5683855,81,1602.0,7
5684456,215,23948.0,0
5688825,111,6240.0,0
5689992,94,1284.0,0
5690312,152,8012.0,0
5690483,57,10941.0,0
5693812,131,3932.0,7
5694464,120,6842.0,0
5694602,109,13559.0,0
5698256,212,1899.0,0
5699214,179,0.0,0
5700283,102,13372.0,0
5700707,150,6837.0,7
5700756,348,23677.0,0
5701048,56,15459.0,0
5701981,193,10857.0,0
5703439,118,4693.0,0
5703471,77,61826.0,0
5706129,157,457.0,7
5706682,134,73941.0,7
5709054,-1,,
5710853,181,8110.0,0
5711596,208,13898.0,0
5713652,100,12844.0,0
5715755,235,9589.0,7
5716461,76,6378.0,0
5716491,182,5602.0,0
5716512,134,9635.0,3
5718713,109,2103.0,0
5722570,239,22811.0,0
5723206,97,14216.0,0
5723575,262,25846.0,0
5725708,180,9133.0,0
5727610,9,234.0,0
5729304,115,49727.0,0
5731773,116,8782.0,7
5731880,219,82.0,0
5732817,190,52470.0,0
5733018,237,47180.0,0
5733263,162,0.0,0
5733583,100,1575.0,7
5734166,190,0.0,0
5735621,165,6861.0,0
5735860,123,13310.0,7
5737958,187,0.0,0
5738277,281,7151.0,5
5738341,56,12531.0,0
5738895,213,1512.0,0
5743082,111,5451.0,0
5743586,225,4718.0,7
5743791,89,6818.0,0
5744212,162,10194.0,0
5745823,190,8298.0,0
5746462,127,3010.0,0
5747154,131,16634.0,7
5748249,113,1554.0,0
5749078,245,994.0,0
5750400,42,574.0,3
5751732,156,22665.0,7
5751748,90,5108.0,7
5754141,181,16323.0,7
5754177,244,12917.0,0
5755223,139,10522.0,0
5755933,272,29037.0,0
5755970,129,6762.0,7
5760648,95,6277.0,0
5760715,126,1222.0,6
5760838,134,26191.0,7
5761036,170,12802.0,7
5761244,303,25719.0,1
5762330,122,15374.0,0
5762961,232,6775.0,0
5762999,145,0.0,0
5764160,89,15914.0,0
5764534,188,2630.0,0
5767593,72,15264.0,7
5769681,150,5589.0,7
5770624,146,3002.0,7
5770815,139,4817.0,7
5772247,188,4874.0,0
5773236,116,13360.0,7
5773389,71,0.0,0
5773450,116,37.0,7
5773581,126,20885.0,7
5776435,130,15180.0,4
5776470,202,7593.0,0
5776559,334,15771.0,0
5777817,132,20012.0,7
5777855,223,21127.0,0
5778255,248,0.0,0
5778482,119,1430.0,7
5781877,68,3641.0,0
5783438,138,39893.0,7
5783695,63,1422.0,7
5783698,59,0.0,0
5785229,145,1148.0,7
5785419,5,115.0,0
5785869,-1,,
5788220,182,14378.0,0
5789064,360,11878.0,0
5789550,338,22024.0,0
5790669,75,24510.0,0
5791147,84,6476.0,7
5792399,188,27732.0,0
5792555,-1,,
5792782,67,10507.0,3
5793491,116,1270.0,0
